id_vintage_id,wine_id,name,country,region,wynnery,wine_color,grappe
174831153,5294192,Nic Tartaglia Trebbiano d'Abruzzo 2022,Italie,Trebbiano d'Abruzzo,Nic Tartaglia,Vin blanc,Trebbiano D'Abruzzo
173849199,11339017,Henri Giraud Collection Fût de Chêne Brut Champagne Grand Cru 'Ay' 1998,France,Champagne Grand Cru Aÿ,Henri Giraud,Vin effervescent,Assemblage
173555750,3596240,Anselmet Semel Pater 2021,Italie,Vallée d'Aoste,Anselmet,Vin rouge,Pinot Nero
173338092,3094569,Martin Waßmer Castellberg Pinot Noir 2020,Allemagne,Baden,Martin Waßmer,Vin rouge,Pinot Noir
173167924,2486585,Capichera VT Vendemmia Tardiva 2021,Italie,Isola dei Nuraghi,Capichera,Vin doux,Vermentino
173130847,2729700,Jean Bourdy Vin de Paille 2017,France,Côtes du Jura,Jean Bourdy,Vin doux,
173058397,4135095,Cota 45 Pandorga 2021,Espagne,Vino de España,Cota 45,Vin à haut degré d'alcool,Pedro Ximenez
173038912,10203724,Herdade do Sobroso Elevage Branco 2021,Portugal,Alentejo,Herdade do Sobroso,Vin blanc,Antão Vaz
173017935,1397765,Domaine de Montille Clos Vougeot Grand Cru 2020,France,Clos Vougeot Grand Cru,Domaine de Montille,Vin rouge,Pinot Noir
173000707,10168990,Roagna Rocche di Castiglione Barolo 2017,Italie,Barolo,Roagna,Vin rouge,Nebbiolo
172872534,6173783,Jacquesson Champ Cain Extra Brut Champagne Grand Cru 'Avize' 2013,France,Champagne Grand Cru Avize,Jacquesson,Vin effervescent,Chardonnay
172842842,77308,Roberto Voerzio La Serra Barolo 2019,Italie,Barolo,Roberto Voerzio,Vin rouge,Nebbiolo
172825878,5937785,Morca Touran 2020,Espagne,Campo de Borja,Morca,Vin rouge,Grenache
172822684,6923500,Lismore Estate Reserve Viognier 2021,Afrique du Sud,Greyton,Lismore,Vin blanc,Viognier
172723280,10773117,Varvaglione Paralupi Appassimento 2021,Italie,Pouilles,Varvaglione,Vin rouge,Assemblage
172723136,16541,Domaine Bertagna Clos Saint Denis Grand Cru 2020,France,Clos Saint-Denis Grand Cru,Domaine Bertagna,Vin rouge,Pinot Noir
172716566,1480077,Mont d'Or Sous L'Escalier Petite Arvine du Valais 2021,Suisse,Valais,Mont d'Or,Vin blanc,Petite Arvine
172703693,6887039,DuMOL Hyde Vineyard Chardonnay 2020,États-Unis,Los Carneros,DuMOL,Vin blanc,Chardonnay
172679965,2451712,Terlan (Terlano) Grande Cuvée I Terlaner 2020,Italie,Südtirol - Alto Adige,Terlan (Terlano),Vin blanc,Assemblage
172600617,17948,DuMOL Finn Pinot Noir 2020,États-Unis,Russian River Valley,DuMOL,Vin rouge,Pinot Noir
172530864,5296435,Boekenhoutskloof The Journeyman 2020,Afrique du Sud,Franschhoek,Boekenhoutskloof,Vin rouge,Cabernet Sauvignon
172492225,3183806,Domaine de Montille Vosne-Romanée 1er Cru Aux Malconsorts Christiane 2020,France,Vosne-Romanée Premier Cru,Domaine de Montille,Vin rouge,Pinot Noir
172439570,6492988,Remírez de Ganuza Rioja Blanco Reserva 2020,Espagne,Rioja,Remírez de Ganuza,Vin blanc,Viura
172360654,17943,DuMOL Chloe Chardonnay 2020,États-Unis,Russian River Valley,DuMOL,Vin blanc,Chardonnay
171936320,4740498,Benoît Ente Puligny-Montrachet Premier Cru ' Clos de la Truffière' 2020,France,Puligny-Montrachet 1er Cru La Truffière,Benoît Ente,Vin blanc,Chardonnay
171909533,7476568,Cantina Kurtatsch Freienfeld Cabernet Sauvignon Riserva 2000,Italie,Südtirol - Alto Adige,Cantina Kurtatsch,Vin rouge,Cabernet Sauvignon
171880480,5859611,Lismore Reserve Chardonnay 2021,Afrique du Sud,Greyton,Lismore,Vin blanc,Viognier
171855422,4444422,Rhys Vineyards Alpine Hillside Pinot Noir 2019,États-Unis,Montagnes de Santa Cruz,Rhys Vineyards,Vin rouge,Pinot Noir
171817805,8164925,Racines Bentrock Vineyard Chardonnay 2019,États-Unis,Sta. Rita Hills,Racines,Vin blanc,Chardonnay
171756244,9311478,Puglia Pop Triglia Negroamaro Rosato 2022,Italie,Pouilles,Puglia Pop,Vin rosé,Negroamaro
171710800,10266383,Azienda Santa Barbara - Stefano Antonucci Moss Blanc Verdicchio dei Castelli di Jesi Classico Superiore 2020,Italie,Verdicchio dei Castelli di Jesi,Azienda Santa Barbara - Stefano Antonucci,Vin blanc,Verdicchio
171667410,1197969,Philippe Bouzereau - Chateau de Citeaux Meursault 1er Cru 'Perrières' 2020,France,Meursault 1er Cru Perrières,Philippe Bouzereau - Chateau de Citeaux,Vin blanc,Chardonnay
171644969,10746470,Château Purcari Academia Purcari Rară Neagră 2019,Moldavie,Stefan Voda,Château Purcari,Vin rouge,Băbească Neagră
171459505,1487447,Peirazeau-Groffier Chambolle-Musigny 1er Cru 'Les Amoureuses' 2020,France,Chambolle-Musigny 1er Cru Les Amoureuses,Peirazeau-Groffier,Vin rouge,Pinot Noir
171347748,7450034,Elio Perrone NŌ Rosso 2020,Italie,Piémont,Elio Perrone,Vin rouge,
171333723,7728010,Giacomo Conterno Charity Edition Nebbiolo d'Alba Arione 2019,Italie,Nebbiolo d'Alba,Giacomo Conterno,Vin rouge,Nebbiolo
171328948,6262044,Artuke El Escolladero 2020,Espagne,Rioja,Artuke,Vin rouge,Assemblage
171328092,9954550,Dominio de Calogía Tinto 2020,Espagne,Ribera del Duero,Dominio de Calogía,Vin rouge,Tinto Fino
171274826,7830393,Roagna Gallina Barbaresco 2017,Italie,Barbaresco,Roagna,Vin rouge,Nebbiolo
171210355,9330771,Pierre Girardin Batard-Montrachet Grand Cru 2020,France,Bâtard-Montrachet Grand Cru,Pierre Girardin,Vin blanc,Chardonnay
171055903,66104,Gaja Barbaresco 2019,Italie,Barbaresco,Gaja,Vin rouge,Nebbiolo
171047547,6918085,Bodegas Ximénez-Spínola Delicado Cosecha Pedro Ximénez 2021,Espagne,Jerez-Xérès-Sherry,Bodegas Ximénez-Spínola,Vin à haut degré d'alcool,Pedro Ximenez
170940426,4236310,Roger Pouillon & Fils Chemin du Bois Champagne 2015,France,Champagne,Roger Pouillon & Fils,Vin effervescent,Pinot Noir
170938062,1276653,Jean-Michel Gerin La Landonne Côte-Rôtie 2020,France,Côte-Rôtie,Jean-Michel Gerin,Vin rouge,Shiraz/Syrah
170886010,1235876,Château de Beaucastel Vieilles Vignes Châteauneuf-du-Pape Blanc 2021,France,Châteauneuf-du-Pape,Château de Beaucastel,Vin blanc,Roussanne
170832657,9648416,Quintodecimo Grande Cuvée Luigi Moio 2019,Italie,Campanie,Quintodecimo,Vin blanc,Assemblage
170792749,9025871,Château Mangot Todeschini Distique Saint-Émilion Grand Cru 2019,France,Saint-Émilion Grand Cru,Château Mangot,Vin rouge,Assemblage
170637198,2165971,Domaine Jean Collet Chablis Grand Cru 'Les Clos' 2020,France,Chablis Grand Cru Les Clos,Domaine Jean Collet,Vin blanc,Chardonnay
170631157,92256,Domaine Bruno Clair Bonnes Mares Grand Cru 2020,France,Bonnes-Mares Grand Cru,Domaine Bruno Clair,Vin rouge,Pinot Noir
170528653,9577421,Paul Launois Single Barrel Champagne Grand Cru 'Le Mesnil-sur-Oger' 2017,France,Champagne Grand Cru Le Mesnil-sur-Oger,Paul Launois,Vin effervescent,Assemblage
170509683,9309505,Taaibosch Estate Crescendo 2019,Afrique du Sud,Stellenbosch,Taaibosch Estate,Vin rouge,Assemblage
170485208,8784596,Andremily Wines EABA 2019,États-Unis,Santa Barbara County,Andremily Wines,Vin rouge,Assemblage
170470052,3584029,Corte Figaretto Graal Amarone della Valpolicella Valpantena 2018,Italie,Amarone della Valpolicella Valpantena,Corte Figaretto,Vin rouge,Assemblage
170323976,3228089,La Tour Melas Παλιές Ρίζες (Palies Rizes) 2020,Grèce,Phthiotide,La Tour Melas,Vin rouge,Agiorgitiko
170302630,9153067,Masseria Borgo dei Trulli Duna Mirante Primitivo di Manduria 2020,Italie,Primitivo di Manduria,Masseria Borgo dei Trulli,Vin rouge,Primitivo
170243287,2542844,Azienda Santa Barbara - Stefano Antonucci Mossone 2019,Italie,Marche,Azienda Santa Barbara - Stefano Antonucci,Vin rouge,Merlot
170218069,6206170,Domaine de la Vougeraie Charlemagne Grand Cru 2020,France,Charlemagne Grand Cru,Domaine de la Vougeraie,Vin blanc,Chardonnay
170206387,1721196,Cloudburst Chardonnay 2020,Australie,Margaret River,Cloudburst,Vin blanc,Chardonnay
170186300,9078753,Schlossgut Liebieg Trittenheimer Apotheke 2019,Allemagne,Mosel,Schlossgut Liebieg,Vin blanc,Riesling
170150539,9735131,Azores Wine Company Vinha dos Utras 2020,Portugal,Açores,Azores Wine Company,Vin blanc,Arinto dos Açores
170108196,6821754,Domaine Lebreuil Corton-Charlemagne Grand Cru 2020,France,Corton-Charlemagne Grand Cru,Domaine Lebreuil,Vin blanc,Chardonnay
169925417,7882855,Vie di Romans Glesie Climat 2016,Italie,Frioul-Vénétie Julienne,Vie di Romans,Vin blanc,Chardonnay
169921285,1275531,Domaine Faiveley Chassagne-Montrachet 1er Cru 'Morgeot' 2020,France,Chassagne-Montrachet 1er Cru Morgeot,Domaine Faiveley,Vin blanc,Chardonnay
169911622,3586093,De Toren Private Cellar The Black Lion 2020,Afrique du Sud,Stellenbosch,De Toren Private Cellar,Vin rouge,Shiraz/Syrah
169827474,7709274,Tresoro Rosso 2018,Italie,Toscane,Tresoro,Vin rouge,Assemblage
169809721,9348311,Puglia Pop Luminaria Primitivo di Manduria 2021,Italie,Primitivo di Manduria,Puglia Pop,Vin rouge,Primitivo
169720860,10120230,Marc Hébrart Clos Le Léon Dizy Champagne 2014,France,Champagne,Marc Hébrart,Vin effervescent,Chardonnay
169627036,3667877,Cignomoro 6 Anime Puglia Rosso 2021,Italie,Pouilles,Cignomoro,Vin rouge,Assemblage
169621088,6991136,Frescobaldi Gorgona Rosso 2020,Italie,Côte toscane,Frescobaldi,Vin rouge,Assemblage
169595225,6543452,Cossart Gordon Bual Madeira 1978,Portugal,Madeira,Cossart Gordon,Vin à haut degré d'alcool,Bual
169525891,94692,Morlet Family Vineyards Cabernet Sauvignon Coeur De Vallée 2019,États-Unis,Oakville,Morlet Family Vineyards,Vin rouge,Cabernet Sauvignon
169465415,9957200,Penfolds 802.A Superblend 2018,Australie,Australie-Méridionale,Penfolds,Vin rouge,Shiraz/Syrah
169401074,76476,Belondrade Belondrade y Lurton 2021,Espagne,Rueda,Belondrade,Vin blanc,Verdejo
169397609,6821754,Domaine Lebreuil Corton-Charlemagne Grand Cru 2019,France,Corton-Charlemagne Grand Cru,Domaine Lebreuil,Vin blanc,Chardonnay
169346375,3094569,Martin Waßmer Castellberg Pinot Noir 2019,Allemagne,Baden,Martin Waßmer,Vin rouge,Pinot Noir
169344694,92600,Elena Walch Beyond the Clouds 2021,Italie,Südtirol - Alto Adige,Elena Walch,Vin blanc,Chardonnay
169337600,9086380,Delas Ligne de Crete Les Grandes Vignes Hermitage 2019,France,Hermitage,Delas,Vin rouge,Shiraz/Syrah
169250169,1136930,Penfolds Grange 2018,Australie,Australie-Méridionale,Penfolds,Vin rouge,Shiraz/Syrah
169234919,9954550,Dominio de Calogía Tinto 2019,Espagne,Ribera del Duero,Dominio de Calogía,Vin rouge,Tempranillo
169229141,1211299,Quintodecimo Giallo d'Arles Greco di Tufo 2021,Italie,Greco di Tufo,Quintodecimo,Vin blanc,Greco
169116660,1198994,Raveneau Chablis Grand Cru 'Valmur' 2019,France,Chablis Grand Cru Valmur,Raveneau,Vin blanc,Chardonnay
168996787,1956490,Domaine Odoul-Coquard Charmes-Chambertin Grand Cru 2020,France,Charmes-Chambertin Grand Cru,Domaine Odoul-Coquard,Vin rouge,Pinot Noir
168897373,9594951,Vivaltus Tinto 2017,Espagne,Ribera del Duero,Vivaltus,Vin rouge,Tempranillo
168601187,1880917,Albert Bichot Corton-Charlemagne Grand Cru 2019,France,Corton-Charlemagne Grand Cru,Albert Bichot,Vin blanc,Chardonnay
168581146,3584160,Mestres Mas Via Gran Reserva Brut 2005,Espagne,Cava,Mestres,Vin effervescent,Xarel-lo
168506266,1487447,Peirazeau-Groffier Chambolle-Musigny 1er Cru 'Les Amoureuses' 2019,France,Chambolle-Musigny 1er Cru Les Amoureuses,Peirazeau-Groffier,Vin rouge,Pinot Noir
168489362,9648416,Quintodecimo Grande Cuvée Luigi Moio 2020,Italie,Campanie,Quintodecimo,Vin blanc,Assemblage
168477693,1151275,Golan Heights Winery Yarden Katzrin 2021,Israël,Galilée,Golan Heights Winery,Vin blanc,Chardonnay
168361534,6173783,Jacquesson Champ Cain Extra Brut Champagne Grand Cru 'Avize' 2002,France,Champagne Grand Cru Avize,Jacquesson,Vin effervescent,Chardonnay
168355259,5722011,Von Winning Marmar 2020,Allemagne,Palatinat rhénan,Von Winning,Vin blanc,Riesling
168346229,9102119,Fitapreta Os Paulistas Chão dos Eremitas Vinhas Velhas 2019,Portugal,Alentejo,Fitapreta,Vin rouge,Assemblage
168342236,9648416,Quintodecimo Grande Cuvée Luigi Moio 2018,Italie,Campanie,Quintodecimo,Vin blanc,Assemblage
168322105,1956490,Domaine Odoul-Coquard Charmes-Chambertin Grand Cru 2019,France,Charmes-Chambertin Grand Cru,Domaine Odoul-Coquard,Vin rouge,Pinot Noir
168319513,1222979,Michel Noëllat Les Beaux Monts Vosne-Romanée 1er Cru 2019,France,Vosne-Romanée 1er Cru Les Beaux Monts,Michel Noëllat,Vin rouge,Pinot Noir
168202559,4000447,Roger Pouillon & Fils Les Blanchiens Brut Nature Champagne Premier Cru 2016,France,Champagne Premier Cru,Roger Pouillon & Fils,Vin effervescent,Assemblage
168171953,98363,Lucien le Moine Chambolle-Musigny Premier Cru Les Charmes 2019,France,Chambolle-Musigny Premier Cru,Lucien le Moine,Vin rouge,Pinot Noir
168117164,3734460,Enclos Tourmaline Pomerol 2020,France,Pomerol,Enclos,Vin rouge,Assemblage
168017866,1176121,Donnafugata Ben Ryé Passito di Pantelleria 2021,Italie,Passito di Pantelleria,Donnafugata,Vin doux,Zibibbo
167987827,1171370,Philippe Bouzereau - Chateau de Citeaux Château de Cîteaux Meursault 1er Cru 'Charmes' Blanc 2020,France,Meursault 1er Cru Charmes,Philippe Bouzereau - Chateau de Citeaux,Vin blanc,Chardonnay
167960395,7097691,Azores Wine Company Vinha Centenaria Branco 2019,Portugal,Pico,Azores Wine Company,Vin blanc,Isabella
167945269,1438695,Cignomoro Primitivo di Manduria 2021,Italie,Primitivo di Manduria,Cignomoro,Vin rouge,Primitivo
167924048,1406364,Domaine Dujac Gevrey Chambertin 1er Cru 'Aux Combottes' 2020,France,Gevrey-Chambertin 1er Cru Aux Combottes,Domaine Dujac,Vin rouge,Pinot Noir
167802762,9463057,Lapostolle Vieilles Vignes La Parcelle 8 Apalta 2015,Chili,Vallée centrale,Lapostolle,Vin rouge,Cabernet Sauvignon
167798945,1153151,Dr. Bürklin-Wolf Hohenmorgen G.C 2020,Allemagne,Palatinat rhénan,Dr. Bürklin-Wolf,Vin blanc,Riesling
167798872,1839377,Domaine Faiveley Bienvenues-Bâtard-Montrachet Grand Cru 2020,France,Bienvenues-Bâtard-Montrachet Grand Cru,Domaine Faiveley,Vin blanc,Chardonnay
167771473,6696954,Casa Castillo Cuvée N Viñas Viejas 2019,Espagne,Jumilla,Casa Castillo,Vin rouge,Monastrell
167662557,7135154,Guerrieri Guerriero del Mare 2021,Italie,Marche,Guerrieri,Vin blanc,Biancame
167657604,1153152,Dr. Bürklin-Wolf Kalkofen G.C 2017,Allemagne,Palatinat rhénan,Dr. Bürklin-Wolf,Vin blanc,Riesling
167588442,86686,Egon Müller - Scharzhof Scharzhofberger Riesling Spätlese 2021,Allemagne,Wiltingen,Egon Müller - Scharzhof,Vin blanc,Riesling
167575553,2035375,Guy Bocard Vieilles Vignes Meursault 2019,France,Meursault,Guy Bocard,Vin blanc,Chardonnay
167504624,1382466,Marrenon Gardarèm 2021,France,Luberon,Marrenon,Vin rouge,Shiraz/Syrah
167503344,3890782,Palazzo Brunello di Montalcino Riserva 2016,Italie,Brunello di Montalcino,Palazzo,Vin rouge,Sangiovese
167494628,2376338,Domaine de la Vougeraie Musigny Grand Cru 2020,France,Musigny Grand Cru,Domaine de la Vougeraie,Vin rouge,Pinot Noir
167489650,1128189,Domaine Bruno Clair Chambertin Clos de Bèze Grand Cru 2019,France,Chambertin-Clos de Bèze Grand Cru,Domaine Bruno Clair,Vin rouge,Pinot Noir
167473109,1693891,Robert Groffier Chambertin-Clos-de-Beze Grand Cru 2019,France,Chambertin-Clos de Bèze Grand Cru,Robert Groffier,Vin rouge,Pinot Noir
167424548,86666,Dugat-Py Charmes-Chambertin Grand Cru 2019,France,Charmes-Chambertin Grand Cru,Dugat-Py,Vin rouge,Pinot Noir
167424547,1752746,Dugat-Py Vieilles Vignes Mazis-Chambertin Grand Cru 2019,France,Mazis-Chambertin Grand Cru,Dugat-Py,Vin rouge,Pinot Noir
167415241,4926126,Domaine Faiveley Les Ouvrées Rodin Chambertin-Clos de Bèze Grand Cru 2020,France,Chambertin-Clos de Bèze Grand Cru,Domaine Faiveley,Vin rouge,Pinot Noir
167358877,1211155,Domaine Georges Vernay Coteau de Vernon Condrieu 2020,France,Condrieu,Domaine Georges Vernay,Vin blanc,Viognier
167317915,1098615,Jean-Claude Ramonet Chassagne-Montrachet Premier Cru 'Morgeot' Blanc 2019,France,Chassagne-Montrachet 1er Cru Morgeot,Jean-Claude Ramonet,Vin blanc,Chardonnay
167222734,1600556,Domaine Sylvain Cathiard Nuits-Saint-Georges 1er Cru 'Aux Thorey' 2019,France,Nuits-Saint-Georges 1er Cru Aux Thorey,Domaine Sylvain Cathiard,Vin rouge,Pinot Noir
167209458,5853350,Hacienda Solano Peña Lobera 2019,Espagne,Ribera del Duero,Hacienda Solano,Vin rouge,Assemblage
167192266,14604,Delas Les Bessards Hermitage 2019,France,Hermitage,Delas,Vin rouge,Shiraz/Syrah
167168481,92256,Domaine Bruno Clair Bonnes Mares Grand Cru 2019,France,Bonnes-Mares Grand Cru,Domaine Bruno Clair,Vin rouge,Pinot Noir
167154531,1469877,Domaine Faiveley Bâtard-Montrachet Grand Cru 2020,France,Bienvenues-Bâtard-Montrachet Grand Cru,Domaine Faiveley,Vin blanc,Chardonnay
167031126,86685,Egon Müller - Scharzhof Scharzhofberger Riesling Kabinett 2021,Allemagne,Wiltingen,Egon Müller - Scharzhof,Vin blanc,Riesling
166909059,1379762,Teso La Monja Alabaster 2020,Espagne,Toro,Teso La Monja,Vin rouge,Tinta de toro
166848925,9086380,Delas Ligne de Crete Les Grandes Vignes Hermitage 2018,France,Hermitage,Delas,Vin rouge,Shiraz/Syrah
166784239,1452337,De Toren Private Cellar Book 17 XVII 2020,Afrique du Sud,Stellenbosch,De Toren Private Cellar,Vin rouge,Assemblage
166768944,4655532,Ktima Gerovassiliou (Κτήμα Γεροβασιλείου) Museum Collection White 2019,Grèce,Epanomi,Ktima Gerovassiliou (Κτήμα Γεροβασιλείου),Vin blanc,Assemblage
166766097,9025871,Château Mangot Todeschini Distique Saint-Émilion Grand Cru 2020,France,Saint-Émilion Grand Cru,Château Mangot,Vin rouge,Assemblage
166765164,5907829,Herdade do Sobroso Arché 2019,Portugal,Alentejo,Herdade do Sobroso,Vin rouge,Antão Vaz
166743131,3783366,Gitana Saperavi 2020,Moldavie,Moldavie,Gitana,Vin rouge,Saperavi
166699764,1125189,El Principal Red Blend 2016,Chili,Maipo Valley,El Principal,Vin rouge,Assemblage
166672172,5895151,Mas Belles Eaux Carmin 2020,France,Pézenas,Mas Belles Eaux,Vin rouge,Assemblage
166668866,6343385,Cignomoro 80 Vecchie Vigne Primitivo di Manduria Old Vines 2020,Italie,Primitivo di Manduria,Cignomoro,Vin rouge,Primitivo
166663759,1171308,Espectacle del Montsant Tinto 2020,Espagne,Montsant,Espectacle del Montsant,Vin rouge,Garnacha
166490444,5532640,Kalós Wines Kalós Cru Gran Reserva Malbec 2018,Argentine,Mendoza,Kalós Wines,Vin rouge,Malbec
166485639,1533615,Peter Jakob Kühn Schlehdorn Riesling Trocken 2019,Allemagne,Rheingau,Peter Jakob Kühn,Vin blanc,Riesling
166443041,1949999,Domaine du Pavillon Corton-Charlemagne Grand Cru 2020,France,Corton-Charlemagne Grand Cru,Domaine du Pavillon,Vin blanc,Chardonnay
166422495,1270116,Domaine Cecile Tremblay Chambolle-Musigny Premier Cru 'Les Feusselottes' 2018,France,Chambolle-Musigny 1er Cru 'Les Feusselottes,Domaine Cecile Tremblay,Vin rouge,Pinot Noir
166400455,1275531,Domaine Faiveley Chassagne-Montrachet 1er Cru 'Morgeot' 2019,France,Chassagne-Montrachet 1er Cru Morgeot,Domaine Faiveley,Vin blanc,Chardonnay
166400453,1469877,Domaine Faiveley Bâtard-Montrachet Grand Cru 2019,France,Bienvenues-Bâtard-Montrachet Grand Cru,Domaine Faiveley,Vin blanc,Chardonnay
166400449,1839377,Domaine Faiveley Bienvenues-Bâtard-Montrachet Grand Cru 2019,France,Bienvenues-Bâtard-Montrachet Grand Cru,Domaine Faiveley,Vin blanc,Chardonnay
166349927,1919561,Robert Groffier Les Sentiers Chambolle-Musigny 1er Cru 2020,France,Chambolle-Musigny 1er Cru Les Sentiers,Robert Groffier,Vin rouge,Pinot Noir
166345427,2707905,Michel Noëllat Les Boudots Nuits-Saint-Georges 1er Cru 2020,France,Nuits-Saint-Georges 1er Cru Aux Boudots,Michel Noëllat,Vin rouge,Pinot Noir
166302339,1481229,Domaine Cecile Tremblay Chambolle-Musigny Les Cabottes 2018,France,Chambolle-Musigny,Domaine Cecile Tremblay,Vin rouge,Pinot Noir
166275250,8938784,Oremus Petracs Furmint 2017,Hongrie,Tokaj,Oremus,Vin blanc,Furmint
166237519,1523545,Marc Colin Montrachet Grand Cru 2019,France,Montrachet Grand Cru,Marc Colin,Vin blanc,Chardonnay
166169766,4904378,Beaux Frères Belles Soeurs Cuvée Pinot Noir 2019,États-Unis,Yamhill County,Beaux Frères,Vin rouge,Pinot Noir
166102989,1727643,Domaine Tortochot Mazis-Chambertin Grand Cru 2020,France,Mazis-Chambertin Grand Cru,Domaine Tortochot,Vin rouge,Pinot Noir
166079359,1974082,Beeslaar Pinotage 2019,Afrique du Sud,Stellenbosch,Beeslaar,Vin rouge,Pinotage
166025775,1851471,Philippe Bouzereau - Chateau de Citeaux Meursault 1er Cru 'Genevrières' Blanc 2020,France,Meursault 1er Cru Genevrières,Philippe Bouzereau - Chateau de Citeaux,Vin blanc,Chardonnay
165936128,96049,Finca Villacreces Nebro Ribera del Duero 2019,Espagne,Ribera del Duero,Finca Villacreces,Vin rouge,Tinto Fino
165889463,1647685,Castello di Ama Vigneto Bellavista Chianti Classico 2019,Italie,Chianti Classico,Castello di Ama,Vin rouge,Assemblage
165827072,4242995,San Polino Helichrysum Brunello di Montalcino 2019,Italie,Brunello di Montalcino,San Polino,Vin rouge,Sangiovese
165713784,8767321,Miraval Fleur de Miraval Exclusivement Rosé Champagne,France,Champagne,Miraval,Vin effervescent,Assemblage
165710416,85063,Domaine Ponsot Clos de la Roche Grand Cru Cuvée Vieilles Vignes 2020,France,Clos de la Roche Grand Cru,Domaine Ponsot,Vin rouge,Pinot Noir
165629243,7991744,Vie di Romans Boghis Climat 2016,Italie,Frioul-Vénétie Julienne,Vie di Romans,Vin blanc,Chardonnay
165538727,1145499,Elio Perrone Mongovone Barbera d'Asti Superiore 2020,Italie,Barbera d'Asti,Elio Perrone,Vin rouge,Barbera
165517836,1153151,Dr. Bürklin-Wolf Hohenmorgen G.C 2019,Allemagne,Palatinat rhénan,Dr. Bürklin-Wolf,Vin blanc,Riesling
165409967,8674955,Sassetti Livio Dieci Brunello di Montalcino 2007,Italie,Brunello di Montalcino,Sassetti Livio,Vin rouge,Sangiovese
165407496,6893697,Domaine de la Vougeraie Bienvenues-Bâtard-Montrachet Grand Cru 2020,France,Bienvenues-Bâtard-Montrachet Grand Cru,Domaine de la Vougeraie,Vin blanc,Chardonnay
165361854,1527465,Le Mortelle Poggio Alle Nane Maremma Toscana 2019,Italie,Maremma Toscana,Le Mortelle,Vin rouge,Assemblage
165319461,1606096,Walczak Les Riceys Cuvée Cyriès Brut Millesimé Champagne 2018,France,Champagne,Walczak,Vin effervescent,Assemblage
165303790,89195,L'Aventure Côte à Côte Estate 2020,États-Unis,Paso Robles,L'Aventure,Vin rouge,Assemblage
165224957,6331780,Guerrieri Guerriero della Terra 2020,Italie,Marche,Guerrieri,Vin rouge,Sangiovese
165187049,11038,Olivier Leflaive Puligny-Montrachet Enseignères 2019,France,Puligny-Montrachet,Olivier Leflaive,Vin blanc,Chardonnay
165172321,1419005,Domaine Prieuré Roch Vosne-Romanée 1er Cru 'Les Suchots' 2019,France,Vosne-Romanée 1er Cru Les Suchots,Domaine Prieuré Roch,Vin rouge,Pinot Noir
165144379,5670052,Henri Rebourseau Chambertin Grand Cru 2018,France,Charmes-Chambertin Grand Cru,Henri Rebourseau,Vin rouge,Pinot Nero
165142881,6492988,Remírez de Ganuza Rioja Blanco Reserva 2014,Espagne,Rioja,Remírez de Ganuza,Vin blanc,Viura
165124313,2646970,Château de la Gardine Chateauneuf-Du-Pape Cuvée Des Générations Marie Leoncie 2020,France,Châteauneuf-du-Pape,Château de la Gardine,Vin blanc,Assemblage
165017929,98032,Robert Groffier Bonnes-Mares Grand Cru 2020,France,Bonnes-Mares Grand Cru,Robert Groffier,Vin rouge,Pinot Noir
164994136,86686,Egon Müller - Scharzhof Scharzhofberger Riesling Spätlese 2020,Allemagne,Wiltingen,Egon Müller - Scharzhof,Vin blanc,Riesling
164990951,8521982,Domaines Ott Étoile Rosé 2020,France,Bandol,Domaines Ott,Vin rosé,Assemblage
164980395,8114798,Matías Riccitelli Old Vines Malbec 2018,Argentine,Rio Negro,Matías Riccitelli,Vin rouge,Malbec
164942685,4848,Opus One Overture,États-Unis,Napa Valley,Opus One,Vin rouge,Assemblage
164588437,6750502,Le Mortelle Ampio 2018,Italie,Toscane,Le Mortelle,Vin rouge,Assemblage
164583091,8432182,Timeless Red Blend 2017,États-Unis,Napa Valley,Timeless,Vin rouge,Cabernet Sauvignon
164549061,8521982,Domaines Ott Étoile Rosé 2019,France,Bandol,Domaines Ott,Vin rosé,Assemblage
164523427,7219675,Louis Roederer Cristal Vinothèque 2000,France,Champagne,Louis Roederer,Vin effervescent,Assemblage
164514382,1487447,Peirazeau-Groffier Chambolle-Musigny 1er Cru 'Les Amoureuses' 2018,France,Chambolle-Musigny 1er Cru Les Amoureuses,Peirazeau-Groffier,Vin rouge,Pinot Noir
164480935,8402786,Salentein Los Jabalíes Single Vineyard Malbec 2017,Argentine,Tupungato,Salentein,Vin rouge,Malbec
164446663,2267925,Gizella Aszú 6 Puttonyos Tokaj 2017,Hongrie,Tokaj,Gizella,Vin doux,Assemblage
164424690,2399477,Château Bellevue-Mondotte Saint-Émilion Grand Cru 2020,France,Saint-Émilion Grand Cru,Château Bellevue-Mondotte,Vin rouge,Assemblage
164408770,1365051,Tenuta di Trinoro Palazzi Rosso Toscana 2020,Italie,Toscane,Tenuta di Trinoro,Vin rouge,Merlot
164395431,1684223,Château Mouton Rothschild Pauillac (Premier Grand Cru Classé) 2019,France,Pauillac,Château Mouton Rothschild,Vin rouge,Cabernet Sauvignon
164394885,1491634,Buisson-Charles Meursault 1er Cru 'Charmes' 2018,France,Meursault 1er Cru Charmes,Buisson-Charles,Vin blanc,Chardonnay
164373894,1684223,Château Mouton Rothschild Pauillac (Premier Grand Cru Classé) 2018,France,Pauillac,Château Mouton Rothschild,Vin rouge,Assemblage
