id_vintage_id,wine_id,name,country,region,wynnery,wine_color,grappe
158598064,1191209,Domaine Faiveley Charmes-Chambertin Grand Cru 2017,France,Charmes-Chambertin Grand Cru,Domaine Faiveley,Vin rouge,Pinot Noir
158542523,5778823,Bodegas Peñafiel Mironia Black Edition Tempranillo 2018,Espagne,Ribera del Duero,Bodegas Peñafiel,Vin rouge,Tempranillo
158514444,5895915,Quinta da Devesa Colheita Porto Branco 1970,Portugal,Porto,Quinta da Devesa,Vin à haut degré d'alcool,Assemblage
158491959,1099528,Fontaine-Gagnard Chassagne-Montrachet 1er Cru 'La Maltroie' 2017,France,Chassagne-Montrachet 1er Cru La Maltroie,Fontaine-Gagnard,Vin blanc,Chardonnay
158479997,1521201,Louis Lequin Corton-Charlemagne Grand Cru 2015,France,Corton-Charlemagne Grand Cru,Louis Lequin,Vin blanc,Chardonnay
158437197,97710,Terroir Al Límit Soc. Lda Les Manyes 2018,Espagne,Priorat,Terroir Al Límit Soc. Lda,Vin rouge,Grenache
158436603,1702712,Castello dei Rampolla d'Alceo 2018,Italie,Toscane,Castello dei Rampolla,Vin rouge,Cabernet Sauvignon
158426263,2399477,Château Bellevue-Mondotte Saint-Émilion Grand Cru 2018,France,Saint-Émilion Grand Cru,Château Bellevue-Mondotte,Vin rouge,Assemblage
158225460,1213163,Nervi Vigna Molsino 2018,Italie,Gattinara,Nervi,Vin rouge,Nebbiolo
158186731,2738949,Vincent Gaudry Pour Vous Sancerre 2017,France,Sancerre,Vincent Gaudry,Vin blanc,Sauvignon Blanc
158184821,4086145,San Giovenale Habemus Lazio Rosso (Etichetta Rossa) 2017,Italie,Latium,San Giovenale,Vin rouge,Cabernet Franc
158174930,2293982,Domaine Faiveley Mazis-Chambertin Grand Cru 2018,France,Mazis-Chambertin Grand Cru,Domaine Faiveley,Vin rouge,Pinot Noir
157852498,5805371,VALENCISO Rioja Reserva 10 Años Después Edición Limitada 2012,Espagne,Rioja,VALENCISO,Vin rouge,Tempranillo
157654557,5474643,Corte Aleardi Bure Alto Amarone  della Valpolicella Classico Riserva 2010,Italie,Amarone della Valpolicella,Corte Aleardi,Vin rouge,Assemblage
157644879,1148846,Château Haut-Brion Pessac-Léognan Blanc (Grand Cru Classé de Graves) 2018,France,Pessac-Léognan,Château La Mission Haut-Brion,Vin blanc,Assemblage
157562496,41524,Vincent Girardin Corton-Charlemagne Grand Cru 2017,France,Corton-Charlemagne Grand Cru,Vincent Girardin,Vin blanc,Chardonnay
157179743,1836162,Domaine des Beaumont Charmes-Chambertin Grand Cru 2016,France,Charmes-Chambertin Grand Cru,Domaine des Beaumont,Vin rouge,Pinot Noir
157130437,1683261,Terlan (Terlano) Riserva Nova Domus Terlaner 2018,Italie,Südtirol - Alto Adige,Terlan (Terlano),Vin blanc,Assemblage
157125657,5292791,Domaine Faiveley Grands-Echezeaux Grand Cru 2018,France,Grands-Échezeaux Grand Cru,Domaine Faiveley,Vin rouge,Pinot Noir
157105018,1099259,Emmanuel Rouget Vosne-Romanée 2018,France,Vosne-Romanée,Emmanuel Rouget,Vin rouge,Pinot Noir
157100771,1276653,Jean-Michel Gerin La Landonne Côte-Rôtie 2018,France,Côte-Rôtie,Jean-Michel Gerin,Vin rouge,Shiraz/Syrah
157087512,24084,Joseph Drouhin Chambertin Clos de Bèze Grand Cru 2017,France,Chambertin-Clos de Bèze Grand Cru,Joseph Drouhin,Vin rouge,Pinot Noir
157085828,1241604,Domaine Gros Frère et Soeur Richebourg Grand Cru 2018,France,Richebourg Grand Cru,Domaine Gros Frère et Soeur,Vin rouge,Pinot Noir
157075449,6226139,Joh. Jos. Prüm Graacher Himmelreich Riesling Auslese 'Goldkapsel' 2012,Allemagne,Graach,Joh. Jos. Prüm,Vin blanc,Riesling
157064513,1684635,Domaine Bernard Moreau et Fils Chassagne-Montrachet 2018,France,Chassagne-Montrachet,Domaine Bernard Moreau et Fils,Vin blanc,Chardonnay
157043491,1128526,Château Ausone Chapelle d'Ausone Saint-Émilion Grand Cru 2018,France,Saint-Émilion Grand Cru,Château Ausone,Vin rouge,Cabernet Franc
157021731,1098850,Domaine Jean-Louis Chave Saint-Joseph 2018,France,Saint-Joseph,Domaine Jean-Louis Chave,Vin rouge,Shiraz/Syrah
157019953,1109332,Domaine Faiveley Nuits-Saint-Georges 1er Cru Les Damodes 2018,France,Nuits-Saint-Georges,Domaine Faiveley,Vin rouge,Pinot Noir
156978683,98835,Bodega Contador (Benjamín Romeo) La Cueva del Contador Rioja 2018,Espagne,Rioja,Bodega Contador (Benjamín Romeo),Vin rouge,Tempranillo
156957452,1100673,Jean-Michel Gerin Les Grandes Places Côte-Rôtie 2017,France,Côte-Rôtie,Jean-Michel Gerin,Vin rouge,Shiraz/Syrah
156916845,2657722,Marchesi Fumanelli Amarone della Valpolicella 2018,Italie,Amarone della Valpolicella,Marchesi Fumanelli,Vin rouge,Assemblage
156874423,1802083,Oasi degli Angeli Kupra Marche 2018,Italie,Marche,Oasi degli Angeli,Vin rouge,Grenache
156854354,16221,Vilafonté Series M 2018,Afrique du Sud,Paarl,Vilafonté,Vin rouge,Assemblage
156807856,1417067,Wine & Soul Douro Quinta da Manoella VV Tinto 2018,Portugal,Douro,Wine & Soul,Vin rouge,Touriga Nacional
156802315,6255066,Frerejean Frères VV 26 Blanc de Blancs Vieilles Vignes Grand Cru Brut,France,Champagne,Frerejean Frères,Vin effervescent,Chardonnay
156788607,6251697,Henri Bourgeois Les Ruchons Sancerre Blanc 2015,France,Sancerre,Henri Bourgeois,Vin blanc,Sauvignon Blanc
156762645,2130345,Domaine Serene Mark Bradford Vineyard Pinot Noir 2018,États-Unis,Dundee Hills,Domaine Serene,Vin rouge,Pinot Noir
156728114,1565472,Patrizia Cencioni 123 Brunello di Montalcino Riserva 2017,Italie,Brunello di Montalcino,Patrizia Cencioni,Vin rouge,Sangiovese
156695982,4604369,Bodega Son Mayol Grand Vin 2018,Espagne,Majorque,Bodega Son Mayol,Vin rouge,Assemblage
156689259,2196050,Duemani Duemani Cabernet Franc 2018,Italie,Côte toscane,Duemani,Vin rouge,Assemblage
156661724,1607729,Bouchard Père & Fils Chevalier-Montrachet Grand Cru Blanc 2018,France,Chevalier-Montrachet Grand Cru,Bouchard Père & Fils,Vin blanc,Chardonnay
156661614,5418443,Costa Arente Amarone della Valpolicella 2018,Italie,Amarone della Valpolicella Valpantena,Costa Arente,Vin rouge,Assemblage
156659100,1471,Mazzei Siepi 2018,Italie,Toscane,Mazzei,Vin rouge,Sangiovese
156654947,1145391,Quilceda Creek Cabernet Sauvignon 2018,États-Unis,Columbia Valley,Quilceda Creek,Vin rouge,Cabernet Sauvignon
156628879,98838,Bodega Contador (Benjamín Romeo) Contador Rioja 2018,Espagne,Rioja,Bodega Contador (Benjamín Romeo),Vin rouge,Tempranillo
156620084,5333076,Pian dell'Orino Bassolino di Sopra Brunello di Montalcino 2012,Italie,Brunello di Montalcino,Pian dell'Orino,Vin rouge,Sangiovese
156612366,1108737,Château l'Évangile Pomerol 2018,France,Pomerol,Château l'Évangile,Vin rouge,Assemblage
156605333,6033125,Frerejean Frères Cuvée des Hussards Vieilles Vignes Brut Champagne Premier Cru 2012,France,Champagne Premier Cru,Frerejean Frères,Vin effervescent,Assemblage
156603439,1172486,Château Tertre Roteboeuf Saint-Émilion Grand Cru 2018,France,Saint-Émilion Grand Cru,Château Tertre Roteboeuf,Vin rouge,Cabernet Sauvignon
156584185,2080162,Château de Beaucastel Hommage à Jacques Perrin Châteauneuf-du-Pape 2018,France,Châteauneuf-du-Pape,Château de Beaucastel,Vin rouge,Assemblage
156582872,1122276,Brunelli Amarone della Valpolicella Classico 2018,Italie,Amarone della Valpolicella Classico,Brunelli,Vin rouge,Assemblage
156579569,86698,Didier Dagueneau (Louis-Benjamin Dagueneau) Buisson Renard 2018,France,Pouilly-Fumé,Didier Dagueneau (Louis-Benjamin Dagueneau),Vin blanc,Sauvignon Blanc
156570934,1184863,Gianni Brunelli Brunello di Montalcino Riserva 2016,Italie,Brunello di Montalcino,Gianni Brunelli,Vin rouge,Sangiovese
156544419,6108201,Colterenzio (Schreckbichl) LR 2015,Italie,Südtirol - Alto Adige,Colterenzio (Schreckbichl),Vin blanc,Assemblage
156540433,2395864,Toro Albalá Don PX Convento Selección 1970,Espagne,Montilla-Moriles,Toro Albalá,Vin à haut degré d'alcool,Pedro Ximenez
156536759,31124,Jim Barry The Armagh Shiraz 2018,Australie,Clare Valley,Jim Barry,Vin rouge,Shiraz/Syrah
156535422,4801666,The Hess Collection Lion Tamer Napa Valley Red Blend 2018,États-Unis,Napa Valley,The Hess Collection,Vin rouge,Malbec
156514221,3075039,Peter Michael Au Paradis Cabernet Sauvignon 2018,États-Unis,Oakville,Peter Michael,Vin rouge,Cabernet Sauvignon
156511378,1100318,Tenuta di Nozzole Toscana Il Pareto 2018,Italie,Toscane,Tenuta di Nozzole,Vin rouge,Cabernet Sauvignon
156505017,1502070,Domaine Serene Grace Vineyard Pinot Noir 2018,États-Unis,Dundee Hills,Domaine Serene,Vin rouge,Pinot Noir
156503271,1144227,Forman Cabernet Sauvignon 2018,États-Unis,Napa Valley,Forman,Vin rouge,Cabernet Sauvignon
156470438,7273,Louis Latour Corton-Charlemagne Grand Cru 2018,France,Corton-Charlemagne Grand Cru,Louis Latour,Vin blanc,Chardonnay
156463468,1726273,Domaine Cecile Tremblay Chapelle-Chambertin Grand Cru 2016,France,Chapelle-Chambertin Grand Cru,Domaine Cecile Tremblay,Vin rouge,Pinot Noir
156462553,3151489,Château Certan de May Pomerol 2018,France,Pomerol,Château Certan de May,Vin rouge,Assemblage
156457124,1165125,Lucien le Moine Vosne-Romanée Premier Cru Les Suchots 2016,France,Vosne-Romanée Premier Cru,Lucien le Moine,Vin rouge,Pinot Noir
156454386,1166231,Tenuta Sette Ponti Oreno Toscana 2018,Italie,Toscane,Tenuta Sette Ponti,Vin rouge,Assemblage
156453781,1803078,Esporão Esporão Private Selection Tinto 2016,Portugal,Alentejo,Esporão,Vin rouge,Alicante Bouschet
156448881,98586,Cerbaiona Brunello di Montalcino 2018,Italie,Brunello di Montalcino,Cerbaiona,Vin rouge,Sangiovese
156447356,3850423,RedHeads Dogs of the Barossa Shiraz 2018,Australie,Barossa,RedHeads,Vin rouge,Shiraz/Syrah
156442392,1171108,Monteverro Toscana 2018,Italie,Toscane,Monteverro,Vin rouge,Assemblage
156437920,74522,Bussola Amarone della Valpolicella Classico 2018,Italie,Amarone della Valpolicella Classico,Bussola,Vin rouge,Assemblage
156433652,36404,E. Guigal Côte-Rôtie La Landonne 2018,France,Côte-Rôtie,E. Guigal,Vin rouge,Shiraz/Syrah
156425369,1174700,Roc de Cambes Côtes de Bourg 2018,France,Côtes de Bourg,Roc de Cambes,Vin rouge,Assemblage
156414932,89900,Castello di Ama L'Apparita 2018,Italie,Toscane,Castello di Ama,Vin rouge,Merlot
156393740,1670059,Biserno Il Pino di Biserno 2018,Italie,Toscane,Biserno,Vin rouge,Assemblage
156382280,1572123,Beyerskloof Faith 2018,Afrique du Sud,Stellenbosch,Beyerskloof,Vin rouge,Assemblage
156371804,36434,E. Guigal Côte-Rôtie La Mouline 2018,France,Côte-Rôtie,E. Guigal,Vin rouge,Shiraz/Syrah
156351872,82201,Giacomo Conterno Barbera d'Alba Vigna Francia 2018,Italie,Barbera d'Alba,Giacomo Conterno,Vin rouge,Barbera
156347730,77679,Terlan (Terlano) Gewürztraminer Lunare 2018,Italie,Südtirol - Alto Adige,Terlan (Terlano),Vin blanc,Gewürztraminer
156338889,81849,Vieux Château Certan Pomerol 2018,France,Pomerol,Vieux Château Certan,Vin rouge,Merlot
156334603,1107322,Stag's Leap Wine Cellars FAY Cabernet Sauvignon 2018,États-Unis,Napa Valley,Stag's Leap Wine Cellars,Vin rouge,Cabernet Sauvignon
156333181,36464,E. Guigal Ermitage Ex-Voto 2018,France,Hermitage,E. Guigal,Vin rouge,Shiraz/Syrah
156332216,75712,Mamete Prevostini Corte di Cama Sforzato di Valtellina 2018,Italie,Sforzato della Valtellina,Mamete Prevostini,Vin rouge,Nebbiolo
156318314,3586093,De Toren Private Cellar The Black Lion 2018,Afrique du Sud,Stellenbosch,De Toren Private Cellar,Vin rouge,Shiraz/Syrah
156317884,79265,Château Gruaud Larose Saint-Julien (Grand Cru Classé) 2018,France,Saint-Julien,Château Gruaud Larose,Vin rouge,Assemblage
156304254,4878245,Tua Rita Per Sempre Syrah Toscana 2017,Italie,Toscane,Tua Rita,Vin rouge,Shiraz/Syrah
156304250,4878245,Tua Rita Per Sempre Syrah Toscana 2018,Italie,Toscane,Tua Rita,Vin rouge,Shiraz/Syrah
156296451,77449,Vietti Barolo Rocche di Castiglione 2018,Italie,Barolo,Vietti,Vin rouge,Nebbiolo
156294303,1104820,Continuum Continuum Estate 2018,États-Unis,Oakville,Continuum,Vin rouge,Assemblage
156293744,1257923,Didier Dagueneau (Louis-Benjamin Dagueneau) Silex 2018,France,Pouilly-Fumé,Didier Dagueneau (Louis-Benjamin Dagueneau),Vin blanc,Sauvignon Blanc
156284686,6892,Peter Michael Les Pavots 2018,États-Unis,Knights Valley,Peter Michael,Vin rouge,Cabernet Sauvignon
156283185,82690,Fattoria le Pupille Saffredi 2018,Italie,Maremma Toscana,Fattoria le Pupille,Vin rouge,Assemblage
156276155,4500178,Paolo Manzone Barolo Riserva 2017,Italie,Barolo,Paolo Manzone,Vin rouge,Nebbiolo
156269970,99224,Dalla Valle Maya 2018,États-Unis,Napa Valley,Dalla Valle,Vin rouge,Cabernet Sauvignon
156269528,1619581,Bibi Graetz Colore Toscana 2018,Italie,Toscane,Bibi Graetz,Vin rouge,Assemblage
156265675,1186041,Domaine du Clos de Tart Clos de Tart Grand Cru Monopole 2018,France,Clos de Tart Grand Cru,Domaine du Clos de Tart,Vin rouge,Pinot Noir
156261606,1974082,Beeslaar Pinotage 2018,Afrique du Sud,Stellenbosch,Beeslaar,Vin rouge,Pinotage
156260307,66164,Gaja Dagromis Barolo 2018,Italie,Barolo,Gaja,Vin rouge,Nebbiolo
156246577,68884,D.V. Catena Cabernet - Cabernet 2018,Argentine,Maipu,D.V. Catena,Vin rouge,Assemblage
156245792,85063,Domaine Ponsot Clos de la Roche Grand Cru Cuvée Vieilles Vignes 2018,France,Clos de la Roche Grand Cru,Domaine Ponsot,Vin rouge,Pinot Noir
156242687,86666,Dugat-Py Charmes-Chambertin Grand Cru 2016,France,Charmes-Chambertin Grand Cru,Dugat-Py,Vin rouge,Pinot Noir
156241084,28214,Nino Negri 5 Stelle Sfursat 2018,Italie,Valteline,Nino Negri,Vin rouge,Nebbiolo
156228715,3127311,Giacomo Conterno Barolo Cerretta 2018,Italie,Barolo,Giacomo Conterno,Vin rouge,Nebbiolo
156228631,1107342,Stag's Leap Wine Cellars S.L.V. Cabernet Sauvignon 2018,États-Unis,Napa Valley,Stag's Leap Wine Cellars,Vin rouge,Cabernet Sauvignon
156224875,1779833,Domaine Faiveley Corton-Charlemagne Grand Cru 2018,France,Corton-Charlemagne Grand Cru,Domaine Faiveley,Vin blanc,Chardonnay
156222977,1637184,Egon Müller - Scharzhof Scharzhofberger Riesling Auslese 2018,Allemagne,Wiltingen,Egon Müller - Scharzhof,Vin blanc,Riesling
156220297,98164,Domaine Nicole Lamarche (François Lamarche) La Grande Rue Grand Cru Monopole 2018,France,La Grande Rue Grand Cru,Domaine Nicole Lamarche (François Lamarche),Vin rouge,Pinot Noir
156217121,49754,Artadi Viña El Pison 2018,Espagne,Vino de España,Artadi,Vin rouge,Tempranillo
156206854,3882,Darioush Merlot (Signature) 2018,États-Unis,Napa Valley,Darioush,Vin rouge,Merlot
156202903,1473611,E. Guigal Côte-Rôtie La Turque 2018,France,Côte-Rôtie,E. Guigal,Vin rouge,Shiraz/Syrah
156201303,1098981,Château La Fleur-Pétrus Pomerol 2018,France,Pomerol,Château La Fleur-Pétrus,Vin rouge,Merlot
156197635,74346,Cos d'Estournel Cos d'Estournel 2018,France,Saint-Estèphe,Cos d'Estournel,Vin rouge,Assemblage
156192173,2128723,Inglenook Rubicon 2018,États-Unis,Rutherford,Inglenook,Vin rouge,Assemblage
156190196,94749,San Giusto a Rentennano Percarlo 2018,Italie,Toscane,San Giusto a Rentennano,Vin rouge,Sangiovese
156188448,22685,Château Léoville Barton Saint-Julien (Grand Cru Classé) 2018,France,Saint-Julien,Château Léoville Barton,Vin rouge,Assemblage
156188237,16578,Joseph Phelps Vineyards Cabernet Sauvignon 2018,États-Unis,Napa Valley,Joseph Phelps Vineyards,Vin rouge,Cabernet Sauvignon
156181983,16220,Vilafonté Series C 2018,Afrique du Sud,Paarl,Vilafonté,Vin rouge,Assemblage
156181789,1125543,Château Pichon Longueville Comtesse de Lalande Pauillac (Grand Cru Classé) 2018,France,Pauillac,Château Pichon Longueville Comtesse de Lalande,Vin rouge,Assemblage
156180508,1155217,Orma Toscana 2018,Italie,Toscane,Orma,Vin rouge,Assemblage
156179124,16833,Petrolo Galatrona 2018,Italie,Valdarno di Sopra,Petrolo,Vin rouge,Merlot
156176410,77676,Terlan (Terlano) Quarz Sauvignon 2018,Italie,Trentin-Haut-Adige,Terlan (Terlano),Vin blanc,Sauvignon Blanc
156175116,82203,Giacomo Conterno Barolo Cascina Francia 2018,Italie,Barolo,Giacomo Conterno,Vin rouge,Nebbiolo
156169981,1690,Antinori Castello della Sala Muffato della Sala 2018,Italie,Ombrie,Antinori,Vin doux,Assemblage
156169353,22721,Fontodi Flaccianello della Pieve 2018,Italie,Colli della Toscana Centrale,Fontodi,Vin rouge,Sangiovese
156164886,6096906,Korta Katarina Winemaker's Selection 2011,Croatie,Srednja I Juzna Dalmacija,Korta Katarina,Vin rouge,Plavac Mali
156161220,75310,Aldo Conterno Barolo Bussia Romirasco 2018,Italie,Barolo,Aldo Conterno,Vin rouge,Nebbiolo
156159896,1605285,Château La Mission Haut-Brion Pessac-Léognan (Grand Cru Classé de Graves) 2018,France,Pessac-Léognan,Château La Mission Haut-Brion,Vin rouge,Merlot
156158890,43944,Viña Cobos Bramare Marchiori Vineyard Malbec 2018,Argentine,Mendoza,Viña Cobos,Vin rouge,Malbec
156155494,1665257,Gianfranco Fino Es Riserva 2018,Italie,Primitivo di Manduria,Gianfranco Fino,Vin rouge,Primitivo
156153728,779852,La Grange des Pères Vin de Pays de l'Hérault 2018,France,Hérault,La Grange des Pères,Vin rouge,Assemblage
156153271,2284844,Château Mouton Rothschild Aile d'Argent Blanc Bordeaux 2018,France,Bordeaux,Château Mouton Rothschild,Vin blanc,Muscadelle
156150813,75816,Tua Rita Redigaffi Toscana 2018,Italie,Toscane,Tua Rita,Vin rouge,Merlot
156148868,2653222,Stag's Leap Wine Cellars CASK 23 Cabernet Sauvignon 2018,États-Unis,Napa Valley,Stag's Leap Wine Cellars,Vin rouge,Cabernet Sauvignon
156148825,1173140,Señorío de San Vicente San Vicente Rioja 2018,Espagne,Rioja,Señorío de San Vicente,Vin rouge,Tempranillo
156148033,1112311,Le Dome Saint-Émilion Grand Cru 2018,France,Saint-Émilion Grand Cru,Le Dome,Vin rouge,Assemblage
156147528,1099373,Château l'Eglise-Clinet Pomerol 2018,France,Pomerol,Château l'Eglise-Clinet,Vin rouge,Assemblage
156146524,79814,Dominio de Pingus Flor de Pingus 2018,Espagne,Ribera del Duero,Dominio de Pingus,Vin rouge,Tempranillo
156144821,9710,Casanova di Neri Brunello di Montalcino 2018,Italie,Brunello di Montalcino,Casanova di Neri,Vin rouge,Sangiovese
156139799,79762,Château Pichon Baron Pauillac (Grand Cru Classé) 2018,France,Pauillac,Château Pichon Baron,Vin rouge,Assemblage
156138727,1115658,Château Léoville Poyferré Saint-Julien (Grand Cru Classé) 2018,France,Saint-Julien,Château Léoville Poyferré,Vin rouge,Cabernet Sauvignon
156136389,1235058,El Enemigo Gran Enemigo 2018,Argentine,Gualtallary,El Enemigo,Vin rouge,Cabernet Franc
156132741,1258443,Kaiken Mai The First A.Montes Malbec 2018,Argentine,Mendoza,Kaiken,Vin rouge,Malbec
156131944,17656,Château Smith Haut-Lafitte Pessac-Léognan (Grand Cru Classé de Graves) 2018,France,Pessac-Léognan,Château Smith Haut-Lafitte,Vin rouge,Assemblage
156129627,1127795,Château Margaux Château Margaux (Premier Grand Cru Classé) 2018,France,Margaux,Château Margaux,Vin rouge,Assemblage
156128640,1801580,Jaro Chafandin 2018,Espagne,Ribera del Duero,Jaro,Vin rouge,Tempranillo
156124899,2246136,El Principal Memorias 2018,Chili,Maipo Valley,El Principal,Vin rouge,Assemblage
156124262,3879,Darioush Cabernet Sauvignon (Signature) 2018,États-Unis,Napa Valley,Darioush,Vin rouge,Cabernet Sauvignon
156123203,12393,Zenato Amarone della Valpolicella Classico 2018,Italie,Amarone della Valpolicella Classico,Zenato,Vin rouge,Assemblage
156122267,16778,Château Figeac Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2018,France,Saint-Émilion Grand Cru,Château Figeac,Vin rouge,Assemblage
156122080,1776233,Château-Grillet Blanc 2018,France,Château-Grillet,Château-Grillet,Vin blanc,Viognier
156120152,9958,Dominus Dominus (Christian Moueix) 2018,États-Unis,Napa Valley,Dominus,Vin rouge,Assemblage
156114443,1152417,Château Ausone Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2018,France,Saint-Émilion Grand Cru,Château Ausone,Vin rouge,Merlot
156113777,12263,Matarromera Ribera del Duero Reserva 2018,Espagne,Ribera del Duero,Matarromera,Vin rouge,Tempranillo
156113285,7073,Orin Swift Papillon 2018,États-Unis,Napa Valley,Orin Swift,Vin rouge,Cabernet Sauvignon
156112748,5194,Quintessa Rutherford 2018,États-Unis,Rutherford,Quintessa,Vin rouge,Cabernet Sauvignon
156110802,1148747,Château Cheval Blanc Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2018,France,Saint-Émilion Grand Cru,Château Cheval Blanc,Vin rouge,Cabernet Franc
156110733,1175427,Vega Sicilia Valbuena 5º 2018,Espagne,Ribera del Duero,Vega Sicilia,Vin rouge,Assemblage
156110609,1274818,Mascarello Giuseppe e Figlio Barolo Monprivato 2018,Italie,Barolo,Mascarello Giuseppe e Figlio,Vin rouge,Nebbiolo
156108219,79262,Château Lynch-Bages Pauillac (Grand Cru Classé) 2018,France,Pauillac,Château Lynch-Bages,Vin rouge,Assemblage
156107728,82193,Argiolas Turriga Isola dei Nuraghi 2018,Italie,Isola dei Nuraghi,Argiolas,Vin rouge,Cannonau
156106183,8195,Allegrini Amarone della Valpolicella Classico 2018,Italie,Amarone della Valpolicella Classico,Allegrini,Vin rouge,Corvina
156105655,2446729,Masseto Toscana 2018,Italie,Toscane,Masseto,Vin rouge,Merlot
156105240,16414,Le Macchiole Paleo Rosso 2018,Italie,Toscane,Le Macchiole,Vin rouge,Cabernet Franc
156105040,2355320,De Toren Private Cellar Fusion V 2018,Afrique du Sud,Stellenbosch,De Toren Private Cellar,Vin rouge,Assemblage
156104579,1152755,Château Haut-Brion Pessac-Léognan (Premier Grand Cru Classé) 2018,France,Pessac-Léognan,Château Haut-Brion,Vin rouge,Merlot
156103958,4139613,La Grange des Pères Vin de Pays de l'Hérault Blanc 2018,France,Hérault,La Grange des Pères,Vin blanc,Assemblage
156103106,25474,Sena Aconcagua Valley 2018,Chili,Vallée de l'Aconcagua,Sena,Vin rouge,Cabernet Sauvignon
156102955,1769969,Joseph Drouhin Corton-Charlemagne Grand Cru 2018,France,Corton-Charlemagne Grand Cru,Joseph Drouhin,Vin blanc,Chardonnay
156102906,1179539,Château Pavie Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2018,France,Saint-Émilion Grand Cru,Château Pavie,Vin rouge,Merlot
156102688,10175,Château Angelus Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2018,France,Saint-Émilion Grand Cru,Château Angelus,Vin rouge,Assemblage
156101723,1926899,Cheval des Andes Mendoza 2018,Argentine,Mendoza,Cheval des Andes,Vin rouge,Assemblage
156101074,1268,Penfolds St. Henri Shiraz 2018,Australie,Australie-Méridionale,Penfolds,Vin rouge,Cabernet Sauvignon
156100540,1651,Antinori Tenuta Tignanello 'Solaia' 2018,Italie,Toscane,Antinori,Vin rouge,Assemblage
156099353,3908,Château Lafite Rothschild Pauillac (Premier Grand Cru Classé) 2018,France,Pauillac,Château Lafite Rothschild,Vin rouge,Assemblage
156099186,1911534,Opus One Opus One 2018,États-Unis,Napa Valley,Opus One,Vin rouge,Assemblage
156097668,16587,Joseph Phelps Vineyards Insignia 2018,États-Unis,Napa Valley,Joseph Phelps Vineyards,Vin rouge,Assemblage
156095222,1138019,Beaulieu Vineyard (BV) Georges De Latour Private Reserve Cabernet Sauvignon 2018,États-Unis,Napa Valley,Beaulieu Vineyard (BV),Vin rouge,Assemblage
156094569,1882725,Domaine Serene Evenstad Reserve Pinot Noir 2018,États-Unis,Willamette Valley,Domaine Serene,Vin rouge,Pinot Noir
156093646,22447,Ornellaia Bolgheri Superiore 2018,Italie,Bolgheri Superiore,Ornellaia,Vin rouge,Merlot
156092985,4793,Donnafugata Mille E Una Notte 2018,Italie,Contessa Entellina,Donnafugata,Vin rouge,Nero d'Avola
155969891,4135095,Cota 45 Pandorga 2017,Espagne,Vino de España,Cota 45,Vin à haut degré d'alcool,Pedro Ximenez
155934973,5337118,Dezi Regina del Bosco R.Quarantottomesi 2015,Italie,Rosso Piceno,Dezi,Vin rouge,Montepulciano
155747173,5986090,Antinori Secentenario 1985,Italie,Toscane,Antinori,Vin rouge,Assemblage
155710386,1461580,Edmond Vatan Sancerre 'Clos la Néore' 2017,France,Sancerre,Edmond Vatan,Vin blanc,Sauvignon Blanc
155675284,5938545,Laurent Lequart Collection Vintage 2000 Brut 2000,France,Champagne,Laurent Lequart,Vin effervescent,Assemblage
155652171,5585033,Labruyère-Prieur Sélection Charmes-Chambertin Grand Cru 2015,France,Charmes-Chambertin Grand Cru,Labruyère-Prieur Sélection,Vin rouge,Pinot Noir
155581678,1181727,Domaine Thénard Montrachet Grand Cru 2017,France,Montrachet Grand Cru,Domaine Thénard,Vin blanc,Chardonnay
155573440,5585033,Labruyère-Prieur Sélection Charmes-Chambertin Grand Cru 2013,France,Charmes-Chambertin Grand Cru,Labruyère-Prieur Sélection,Vin rouge,Pinot Noir
155432566,1874987,J.M. Boillot Puligny-Montrachet Premier Cru Les Combettes 2017,France,Puligny-Montrachet Premier Cru,J.M. Boillot,Vin blanc,Chardonnay
155427746,1219048,Monte Faustino L'Amarone del Maestro Fornaser 2017,Italie,Amarone della Valpolicella,Monte Faustino,Vin rouge,Assemblage
155372126,5483693,Domaine Faiveley Clos Saint-Denis Grand Cru 2016,France,Clos Saint-Denis Grand Cru,Domaine Faiveley,Vin rouge,Pinot Noir
155356346,5905644,Bruno Giacosa Falletto Barbaresco Rabaja 2004,Italie,Barbaresco,Bruno Giacosa,Vin rouge,Nebbiolo
155323018,1865875,Domaine Jacques Prieur Corton-Bressandes Grand Cru 2017,France,Corton Grand Cru,Domaine Jacques Prieur,Vin rouge,Pinot Noir
155289598,75376,J.M. Boillot Puligny-Montrachet Premier Cru La Garenne 2001,France,Puligny-Montrachet Premier Cru,J.M. Boillot,Vin blanc,Chardonnay
155214312,1611059,Domaine Jacques Prieur Chambertin Grand Cru 2016,France,Chambertin Grand Cru,Domaine Jacques Prieur,Vin rouge,Pinot Noir
155167581,2936438,Marchesi Fumanelli Octavius Amarone della Valpolicella Riserva 2017,Italie,Amarone della Valpolicella,Marchesi Fumanelli,Vin rouge,Assemblage
155162946,1106557,Francois Villard Côte Rôtie La Brocarde 2017,France,Côte-Rôtie,Francois Villard,Vin rouge,Shiraz/Syrah
